CustomerID,Churn_Probability,Risk_Category,MonthlyCharges,Contract,Tenure
8450-UYIBU,0.6,Medium Risk,39.85,Month-to-month,35
3496-LFSZU,0.6,Medium Risk,70.5,Month-to-month,4
6270-OMFIW,0.6,Medium Risk,94.4,One year,60
5868-CZJDR,0.6,Medium Risk,31.35,Month-to-month,1
9420-LOJKX,0.6,Medium Risk,99.1,Month-to-month,15
5271-YNWVR,0.6,Medium Risk,113.15,Two year,68
8844-TONUD,0.6,Medium Risk,96.65,Month-to-month,13
7176-WIONM,0.6,Medium Risk,49.85,Month-to-month,12
2225-ZRGSG,0.6,Medium Risk,93.9,Two year,70
8199-ZLLSA,0.6,Medium Risk,118.35,One year,67
4404-HIBDJ,0.6,Medium Risk,74.3,One year,25
6302-JGYRJ,0.6,Medium Risk,79.45,One year,31
9102-IAYHT,0.59,Medium Risk,85.45,Month-to-month,17
5119-NZPTV,0.59,Medium Risk,70.1,Month-to-month,2
5688-KZTSN,0.59,Medium Risk,20.0,Month-to-month,15
4686-UXDML,0.59,Medium Risk,99.85,Month-to-month,21
4322-RCYMT,0.59,Medium Risk,75.8,One year,68
9611-CTWIH,0.59,Medium Risk,89.45,Month-to-month,3
6022-KOUQO,0.59,Medium Risk,29.05,Month-to-month,2
8708-XPXHZ,0.59,Medium Risk,94.2,Month-to-month,42
7228-OMTPN,0.59,Medium Risk,88.45,Month-to-month,4
0378-XSZPU,0.59,Medium Risk,60.3,One year,58
1522-VVDMG,0.59,Medium Risk,89.75,Month-to-month,7
6425-YQLLO,0.59,Medium Risk,105.95,One year,66
2659-VXMWZ,0.58,Medium Risk,111.3,One year,67
6323-AYBRX,0.58,Medium Risk,19.35,Two year,59
0022-TCJCI,0.58,Medium Risk,62.7,One year,45
4597-ELFTS,0.58,Medium Risk,24.9,One year,56
9133-AYJZG,0.58,Medium Risk,98.7,Month-to-month,23
4174-LPGTI,0.58,Medium Risk,66.5,One year,41
3349-ANQNH,0.58,Medium Risk,99.5,One year,59
0426-TIRNE,0.5756,Medium Risk,20.9,Month-to-month,1
7243-LCGGZ,0.5756,Medium Risk,20.9,Month-to-month,1
7434-SHXLS,0.5756,Medium Risk,20.9,Month-to-month,1
6175-IRFIT,0.57,Medium Risk,78.75,Month-to-month,5
1618-CFHME,0.57,Medium Risk,75.9,Month-to-month,2
9625-QSTYE,0.57,Medium Risk,81.15,Month-to-month,13
7252-NTGSS,0.57,Medium Risk,45.15,Month-to-month,1
3679-XASPY,0.57,Medium Risk,19.45,Month-to-month,1
4806-KEXQR,0.57,Medium Risk,79.9,Month-to-month,4
3001-CBHLQ,0.57,Medium Risk,104.9,Month-to-month,32
6386-SZZKH,0.57,Medium Risk,107.95,Two year,49
7253-UVNDW,0.56,Medium Risk,54.35,Two year,46
9518-RWHZL,0.56,Medium Risk,100.05,One year,64
8981-FJGLA,0.56,Medium Risk,78.0,Month-to-month,11
8938-UMKPI,0.56,Medium Risk,106.4,Month-to-month,47
8485-GJCDN,0.56,Medium Risk,69.05,Month-to-month,5
2430-USGXP,0.56,Medium Risk,101.05,Month-to-month,24
6214-EDAKZ,0.56,Medium Risk,55.15,Month-to-month,22
3714-NTNFO,0.56,Medium Risk,84.5,Month-to-month,49
1724-BQUHA,0.56,Medium Risk,89.5,Month-to-month,5
3721-CNEYS,0.55,Medium Risk,70.95,Month-to-month,2
0970-ETWGE,0.55,Medium Risk,89.55,Month-to-month,1
8413-VONUO,0.55,Medium Risk,95.65,Month-to-month,2
4741-WWJQZ,0.55,Medium Risk,80.15,Month-to-month,2
7240-FQLHE,0.55,Medium Risk,99.75,Month-to-month,18
6651-AZVTJ,0.55,Medium Risk,99.8,Month-to-month,49
0670-KDOMA,0.5427,Medium Risk,20.25,Month-to-month,1
2876-VBBBL,0.5427,Medium Risk,20.25,Month-to-month,1
8414-MYSHR,0.54,Medium Risk,91.4,Month-to-month,5
0330-IVZHA,0.54,Medium Risk,69.95,Month-to-month,5
7593-XFKDI,0.54,Medium Risk,46.3,Month-to-month,1
9889-TMAHG,0.54,Medium Risk,100.3,Month-to-month,8
2921-XWDJH,0.54,Medium Risk,83.45,Month-to-month,38
7861-UVUFT,0.54,Medium Risk,84.3,Month-to-month,15
8800-JOOCF,0.54,Medium Risk,84.05,Month-to-month,12
8949-JTMAY,0.54,Medium Risk,98.6,Month-to-month,29
9753-OYLBX,0.5368,Medium Risk,20.5,Month-to-month,1
2002-MZHWP,0.5368,Medium Risk,20.5,Month-to-month,1
7734-DBOAI,0.53,Medium Risk,40.1,Month-to-month,1
2761-OCIAX,0.53,Medium Risk,74.7,Month-to-month,2
9168-INPSZ,0.53,Medium Risk,104.15,Month-to-month,44
8699-ASUFO,0.53,Medium Risk,74.4,Month-to-month,7
3346-BRMIS,0.53,Medium Risk,48.35,Month-to-month,18
5600-KTXFM,0.53,Medium Risk,69.95,Month-to-month,2
3130-ICDUP,0.53,Medium Risk,80.55,Month-to-month,2
7130-VTEWQ,0.53,Medium Risk,75.75,Month-to-month,8
0524-IAVZO,0.53,Medium Risk,85.0,Month-to-month,30
9897-KXHCM,0.53,Medium Risk,80.3,Month-to-month,3
7055-HNEOJ,0.53,Medium Risk,55.8,Month-to-month,3
0516-VRYBW,0.53,Medium Risk,20.15,One year,18
3671-SHRSP,0.53,Medium Risk,80.6,Month-to-month,4
3930-ZGWVE,0.5233,Medium Risk,19.75,Month-to-month,1
7239-HZZCX,0.5233,Medium Risk,19.75,Month-to-month,1
6923-EFPNL,0.52,Medium Risk,51.75,Month-to-month,4
5144-TVGLP,0.52,Medium Risk,94.75,Month-to-month,38
3466-RITXD,0.52,Medium Risk,92.4,Month-to-month,26
9667-TKTVZ,0.52,Medium Risk,54.35,Month-to-month,2
8229-TNIQA,0.52,Medium Risk,45.3,Month-to-month,4
2452-KDRRH,0.52,Medium Risk,101.4,Month-to-month,67
1260-TTRXI,0.52,Medium Risk,54.3,Month-to-month,4
7354-OIJLX,0.52,Medium Risk,75.85,Month-to-month,9
4892-VLANZ,0.515,Medium Risk,19.8,Month-to-month,1
3365-SAIGS,0.51,Medium Risk,83.55,Month-to-month,17
5364-EVNIB,0.51,Medium Risk,79.8,Month-to-month,13
5445-GLVOT,0.51,Medium Risk,49.8,Month-to-month,22
1335-NTIUC,0.51,Medium Risk,24.95,Month-to-month,9
3315-TOTBP,0.51,Medium Risk,76.0,Month-to-month,15
3387-PLKUI,0.51,Medium Risk,18.8,Month-to-month,13
6017-PPLPX,0.51,Medium Risk,70.45,Month-to-month,20
8835-VSDSE,0.51,Medium Risk,70.7,Month-to-month,2
4826-DXMUP,0.51,Medium Risk,72.1,One year,35
1465-VINDH,0.51,Medium Risk,102.1,Month-to-month,10
1866-OBPNR,0.51,Medium Risk,74.6,Month-to-month,1
8042-JVNFH,0.51,Medium Risk,71.35,Month-to-month,1
9732-EQMWY,0.51,Medium Risk,99.4,Month-to-month,49
6100-QQHEB,0.51,Medium Risk,92.55,Month-to-month,17
6140-QNRQQ,0.51,Medium Risk,71.55,Month-to-month,1
9500-LTVBP,0.51,Medium Risk,80.05,Month-to-month,35
6339-YPSAH,0.51,Medium Risk,73.8,Month-to-month,9
9103-CXVOK,0.5067,Medium Risk,19.75,Month-to-month,1
4634-JLRJT,0.5017,Medium Risk,20.35,Month-to-month,1
0529-ONKER,0.5,Medium Risk,75.65,Month-to-month,15
4361-JEIVL,0.5,Medium Risk,44.4,Month-to-month,1
6692-UDPJC,0.5,Medium Risk,91.65,Month-to-month,14
5928-QLDHB,0.5,Medium Risk,76.25,Month-to-month,9
1112-CUNAO,0.5,Medium Risk,89.85,Month-to-month,15
5696-QURRL,0.5,Medium Risk,45.05,Month-to-month,1
3658-KIBGF,0.49,Medium Risk,54.9,Month-to-month,1
4098-NAUKP,0.49,Medium Risk,84.65,Month-to-month,68
3177-LASXD,0.49,Medium Risk,71.35,Month-to-month,1
7410-YTJIK,0.49,Medium Risk,75.45,Month-to-month,7
0147-ESWWR,0.49,Medium Risk,101.25,Month-to-month,39
5940-NFXKV,0.49,Medium Risk,83.65,Month-to-month,19
3143-JQEGI,0.49,Medium Risk,88.35,Month-to-month,13
4128-ETESU,0.49,Medium Risk,99.7,Month-to-month,47
2933-FILNV,0.48,Medium Risk,24.4,Month-to-month,2
9129-UXERG,0.48,Medium Risk,103.6,Month-to-month,18
2840-XANRC,0.48,Medium Risk,93.15,Month-to-month,24
8270-RKSAP,0.48,Medium Risk,70.5,Month-to-month,9
5906-BFOZT,0.48,Medium Risk,19.5,Month-to-month,1
4550-VBOFE,0.48,Medium Risk,102.95,Month-to-month,70
7404-JLKQG,0.48,Medium Risk,57.55,Month-to-month,3
6778-YSNIH,0.47,Medium Risk,59.0,Month-to-month,2
1624-WOIWJ,0.47,Medium Risk,84.7,Month-to-month,10
7126-RBHSD,0.47,Medium Risk,78.9,Month-to-month,17
3192-LNKRK,0.47,Medium Risk,84.05,Month-to-month,34
8079-XRJRS,0.47,Medium Risk,89.75,One year,65
9796-BPKIW,0.47,Medium Risk,69.95,Month-to-month,8
7245-NIIWQ,0.47,Medium Risk,69.85,Month-to-month,3
4124-MMETB,0.47,Medium Risk,94.65,Month-to-month,22
3500-RMZLT,0.47,Medium Risk,96.3,Month-to-month,15
5348-CAGXB,0.47,Medium Risk,89.55,Month-to-month,12
8637-XJIVR,0.46,Medium Risk,78.95,Month-to-month,12
1100-DDVRV,0.46,Medium Risk,49.8,Month-to-month,17
5960-MVTUK,0.46,Medium Risk,29.75,Month-to-month,3
3317-VLGQT,0.46,Medium Risk,78.1,Month-to-month,14
9522-BNTHX,0.46,Medium Risk,56.25,Month-to-month,34
6060-DRTNL,0.46,Medium Risk,84.85,Month-to-month,5
9208-OLGAQ,0.46,Medium Risk,84.95,Month-to-month,18
6877-LGWXO,0.46,Medium Risk,78.55,Month-to-month,18
0080-OROZO,0.46,Medium Risk,99.25,One year,35
5219-YIPTK,0.46,Medium Risk,104.4,Month-to-month,33
4853-OITSN,0.46,Medium Risk,89.15,Month-to-month,5
8203-XJZRC,0.4573,Medium Risk,20.25,Month-to-month,1
4211-MMAZN,0.4573,Medium Risk,20.25,Month-to-month,1
3269-ATYWD,0.45,Medium Risk,95.65,Month-to-month,39
8963-JLGJT,0.45,Medium Risk,55.9,Month-to-month,3
7137-RYLPP,0.45,Medium Risk,85.7,Month-to-month,37
5605-IYGFG,0.45,Medium Risk,69.85,Month-to-month,7
2139-FQHLM,0.45,Medium Risk,89.95,Month-to-month,19
4257-GAESD,0.45,Medium Risk,45.0,Month-to-month,6
6583-QGCSI,0.45,Medium Risk,88.05,Month-to-month,50
1219-NNDDO,0.45,Medium Risk,76.85,Month-to-month,9
6286-SUUWT,0.4402,Medium Risk,19.95,Month-to-month,1
3055-MJDSB,0.44,Medium Risk,24.6,Month-to-month,9
8849-GYOKR,0.44,Medium Risk,106.55,One year,54
7802-EFKNY,0.44,Medium Risk,24.95,Month-to-month,5
2293-IJWPS,0.44,Medium Risk,100.75,One year,57
6542-LWGXJ,0.44,Medium Risk,25.0,Month-to-month,3
5916-QEWPT,0.44,Medium Risk,69.0,Month-to-month,2
0455-XFASS,0.44,Medium Risk,69.55,Month-to-month,3
2603-HVKCG,0.44,Medium Risk,101.4,Month-to-month,31
0637-YLETY,0.44,Medium Risk,95.6,Month-to-month,16
8242-SOQUO,0.44,Medium Risk,84.7,Month-to-month,5
3096-GKWEB,0.44,Medium Risk,94.75,Month-to-month,18
7225-CBZPL,0.44,Medium Risk,94.8,Month-to-month,17
2985-FMWYF,0.44,Medium Risk,93.5,Month-to-month,23
0122-OAHPZ,0.44,Medium Risk,73.85,Month-to-month,7
9099-FTUHS,0.44,Medium Risk,54.4,Month-to-month,23
2018-PZKMU,0.43,Medium Risk,103.1,Month-to-month,9
4143-HHPMK,0.43,Medium Risk,85.35,Month-to-month,52
8644-XLFBW,0.43,Medium Risk,71.65,Month-to-month,1
4039-HEUNW,0.43,Medium Risk,96.5,Month-to-month,36
5955-ERIHD,0.43,Medium Risk,94.7,Month-to-month,18
6968-GMKPR,0.43,Medium Risk,81.55,Month-to-month,55
5046-NUHWD,0.43,Medium Risk,45.0,Month-to-month,29
4873-ILOLJ,0.43,Medium Risk,90.35,Month-to-month,24
0643-OKLRP,0.43,Medium Risk,80.35,Month-to-month,47
7159-FVYPK,0.43,Medium Risk,69.15,Month-to-month,3
4183-MYFRB,0.43,Medium Risk,90.05,Month-to-month,21
3806-DXQOM,0.43,Medium Risk,33.65,Month-to-month,4
0689-NKYLF,0.43,Medium Risk,83.2,Month-to-month,13
0512-FLFDW,0.43,Medium Risk,100.5,One year,60
5043-TRZWM,0.43,Medium Risk,75.55,Month-to-month,1
6339-DKLMK,0.43,Medium Risk,31.65,Month-to-month,13
8486-AYEQH,0.43,Medium Risk,76.05,Month-to-month,31
4130-MZLCC,0.43,Medium Risk,50.55,Month-to-month,5
9286-DOJGF,0.43,Medium Risk,74.95,Month-to-month,38
6654-QGBZZ,0.4288,Medium Risk,19.9,Month-to-month,1
3900-AQPHZ,0.4288,Medium Risk,19.9,Month-to-month,1
7878-RTCZG,0.4288,Medium Risk,19.9,Month-to-month,1
4800-VHZKI,0.4283,Medium Risk,19.9,Month-to-month,1
4137-BTIKL,0.42,Medium Risk,90.75,Month-to-month,2
6518-LGAOV,0.42,Medium Risk,105.0,Month-to-month,38
1902-XBTFB,0.42,Medium Risk,89.4,Month-to-month,22
8017-LXHFA,0.42,Medium Risk,94.75,Month-to-month,23
4067-HLYQI,0.42,Medium Risk,70.4,Month-to-month,33
6582-OIVSP,0.42,Medium Risk,45.3,Month-to-month,1
4234-XTNEA,0.42,Medium Risk,79.95,Month-to-month,2
9779-DPNEJ,0.42,Medium Risk,80.15,Month-to-month,22
3966-HRMZA,0.42,Medium Risk,75.05,Month-to-month,3
9128-CPXKI,0.42,Medium Risk,95.8,Two year,59
9050-IKDZA,0.42,Medium Risk,81.5,Month-to-month,2
9576-SYUHJ,0.42,Medium Risk,91.15,Month-to-month,37
5071-FBJFS,0.42,Medium Risk,50.3,Month-to-month,4
7912-SYRQT,0.42,Medium Risk,75.1,Month-to-month,7
2181-UAESM,0.41,Medium Risk,53.45,Month-to-month,2
6538-POCHL,0.41,Medium Risk,79.0,Month-to-month,33
1304-BCCFO,0.41,Medium Risk,70.05,Month-to-month,9
8739-XNIKG,0.41,Medium Risk,84.0,Month-to-month,5
5129-JLPIS,0.41,Medium Risk,105.5,Month-to-month,25
8020-BWHYL,0.41,Medium Risk,75.3,Month-to-month,15
8445-DNBAE,0.41,Medium Risk,50.05,Month-to-month,1
5392-AKEMH,0.41,Medium Risk,45.05,Month-to-month,12
4537-DKTAL,0.41,Medium Risk,45.55,Month-to-month,2
9281-OFDMF,0.41,Medium Risk,90.7,Month-to-month,39
5133-POWUA,0.41,Medium Risk,45.8,Month-to-month,1
3415-TAILE,0.41,Medium Risk,65.7,Month-to-month,2
7422-WNBTY,0.41,Medium Risk,93.35,Month-to-month,33
7551-DACSP,0.4,Medium Risk,55.3,Month-to-month,6
7296-PIXQY,0.4,Medium Risk,70.2,Month-to-month,14
2495-KZNFB,0.4,Medium Risk,90.65,Month-to-month,33
3866-MDTUB,0.4,Medium Risk,70.75,Month-to-month,2
9508-ILZDG,0.4,Medium Risk,96.35,Month-to-month,34
8648-PFRMP,0.4,Medium Risk,46.35,Month-to-month,14
7077-XJMET,0.4,Medium Risk,74.15,Month-to-month,12
0923-PNFUB,0.4,Medium Risk,83.75,Month-to-month,3
2858-EIMXH,0.4,Medium Risk,95.85,One year,53
0654-HMSHN,0.4,Medium Risk,104.4,Month-to-month,21
5405-ZMYXQ,0.4,Medium Risk,74.6,Month-to-month,8
0581-MDMPW,0.4,Medium Risk,88.95,Month-to-month,24
9605-WGJVW,0.4,Medium Risk,70.2,Month-to-month,1
4729-XKASR,0.4,Medium Risk,24.75,Month-to-month,1
7825-ECJRF,0.4,Medium Risk,106.6,Month-to-month,19
9603-OAIHC,0.398,Low Risk,70.05,Month-to-month,1
3621-CHYVB,0.39,Low Risk,49.9,Month-to-month,57
0018-NYROU,0.39,Low Risk,68.95,Month-to-month,5
9050-QLROH,0.39,Low Risk,90.7,Month-to-month,18
3167-SNQPL,0.39,Low Risk,101.15,Month-to-month,38
8450-JOVAH,0.39,Low Risk,56.7,Month-to-month,2
8008-HAWED,0.39,Low Risk,50.75,Month-to-month,14
0601-WZHJF,0.39,Low Risk,46.35,Month-to-month,14
9465-RWMXL,0.39,Low Risk,78.9,Month-to-month,32
2111-DWYHN,0.3803,Low Risk,21.1,Month-to-month,1
0804-XBFBV,0.38,Low Risk,25.2,Month-to-month,11
7439-DKZTW,0.38,Low Risk,80.55,Month-to-month,1
7544-ZVIKX,0.38,Low Risk,105.05,One year,58
6284-AHOOQ,0.38,Low Risk,90.5,Month-to-month,22
6133-OZILE,0.38,Low Risk,35.2,Month-to-month,18
2929-ERCFZ,0.38,Low Risk,94.2,Month-to-month,8
7924-GJZFI,0.38,Low Risk,69.3,Month-to-month,25
9174-FKWZE,0.38,Low Risk,19.45,Month-to-month,1
0410-IPFTY,0.38,Low Risk,83.85,Month-to-month,31
3003-CMDUU,0.38,Low Risk,95.15,Month-to-month,25
4797-AXPXK,0.38,Low Risk,60.0,Month-to-month,1
2081-VEYEH,0.38,Low Risk,107.95,Month-to-month,3
3627-FCRDW,0.38,Low Risk,71.0,Month-to-month,9
2424-WVHPL,0.38,Low Risk,74.7,Month-to-month,1
4720-VSTSI,0.38,Low Risk,84.8,Month-to-month,44
5016-IBERQ,0.38,Low Risk,84.25,Month-to-month,23
9795-VOWON,0.38,Low Risk,24.35,One year,7
1891-UAWWU,0.38,Low Risk,90.8,Month-to-month,20
9167-APMXZ,0.38,Low Risk,84.15,Month-to-month,22
2215-ZAFGX,0.38,Low Risk,85.5,Month-to-month,9
6229-LSCKB,0.37,Low Risk,79.7,Month-to-month,6
4186-ZBUEW,0.37,Low Risk,70.7,One year,36
5307-UVGNB,0.37,Low Risk,48.7,Month-to-month,53
8818-DOPVL,0.37,Low Risk,104.45,Month-to-month,46
2369-UAPKZ,0.37,Low Risk,104.1,Month-to-month,5
6641-XRPSU,0.37,Low Risk,70.0,Month-to-month,34
1095-JUDTC,0.37,Low Risk,95.05,Month-to-month,47
3320-VEOYC,0.37,Low Risk,95.6,Month-to-month,14
3005-NFMTA,0.37,Low Risk,98.8,Month-to-month,55
2651-ZCBXV,0.37,Low Risk,108.0,Two year,54
6769-DCQLI,0.37,Low Risk,105.0,One year,52
6630-UJZMY,0.37,Low Risk,83.25,Month-to-month,4
7909-FIOIY,0.37,Low Risk,24.85,Month-to-month,19
7841-TZDMQ,0.37,Low Risk,46.0,Month-to-month,2
1208-NBVFH,0.37,Low Risk,49.6,Month-to-month,20
7176-WRTNX,0.37,Low Risk,114.95,Two year,70
0118-JPNOY,0.37,Low Risk,85.8,Month-to-month,26
0963-ZBDRN,0.37,Low Risk,96.2,Month-to-month,32
8259-NFJTV,0.37,Low Risk,34.65,Month-to-month,7
2773-OVBPK,0.37,Low Risk,111.3,Two year,67
4710-NKCAW,0.37,Low Risk,64.4,Month-to-month,5
1393-IMKZG,0.37,Low Risk,95.85,Month-to-month,1
8404-FYDIB,0.36,Low Risk,86.65,Month-to-month,26
9800-ONTFE,0.36,Low Risk,75.8,Month-to-month,22
4445-ZJNMU,0.36,Low Risk,99.3,Month-to-month,9
0409-WTMPL,0.36,Low Risk,110.65,One year,58
2223-KAGMX,0.36,Low Risk,19.4,Month-to-month,15
3370-HXOPH,0.36,Low Risk,76.1,Month-to-month,3
8887-IPQNC,0.36,Low Risk,44.25,Month-to-month,7
1092-GANHU,0.36,Low Risk,76.65,Month-to-month,17
1698-XFZCI,0.36,Low Risk,107.75,One year,61
4607-CHPCA,0.36,Low Risk,90.4,One year,25
2696-NARTR,0.36,Low Risk,73.85,Month-to-month,11
2984-AFWNC,0.36,Low Risk,95.4,Month-to-month,3
7853-GVUDZ,0.36,Low Risk,20.15,Month-to-month,1
4657-FWVFY,0.36,Low Risk,96.35,Month-to-month,40
8120-JDCAM,0.36,Low Risk,69.55,Month-to-month,4
9617-INGJY,0.36,Low Risk,70.6,Month-to-month,1
6357-JJPQT,0.36,Low Risk,80.5,Month-to-month,3
4446-BZKHU,0.35,Low Risk,105.55,Month-to-month,61
7994-UYIVZ,0.35,Low Risk,85.65,Month-to-month,8
8393-DLHGA,0.35,Low Risk,95.9,Month-to-month,25
3878-AVSOQ,0.35,Low Risk,71.25,Month-to-month,1
2014-MKGMH,0.35,Low Risk,101.1,One year,46
7590-VHVEG,0.35,Low Risk,29.85,Month-to-month,1
2018-QKYGT,0.35,Low Risk,81.05,Month-to-month,1
1173-NOEYG,0.35,Low Risk,90.15,Month-to-month,27
1215-FIGMP,0.35,Low Risk,89.9,Month-to-month,60
3462-BJQQA,0.35,Low Risk,89.75,Month-to-month,6
3445-HXXGF,0.35,Low Risk,45.3,Month-to-month,58
3338-CVVEH,0.35,Low Risk,94.55,Month-to-month,12
5027-YOCXN,0.35,Low Risk,110.05,One year,51
4877-EVATK,0.345,Low Risk,20.0,Month-to-month,1
7698-YFGEZ,0.345,Low Risk,20.0,Month-to-month,1
5035-PGZXH,0.34,Low Risk,106.8,One year,56
3969-GYXEL,0.34,Low Risk,76.4,Month-to-month,11
0817-HSUSE,0.34,Low Risk,75.5,Month-to-month,1
8012-SOUDQ,0.34,Low Risk,90.25,Month-to-month,43
6077-BDPXA,0.34,Low Risk,70.15,Month-to-month,3
3528-HFRIQ,0.34,Low Risk,52.3,Month-to-month,71
1212-GLHMD,0.34,Low Risk,86.05,Month-to-month,3
8519-QJGJD,0.34,Low Risk,75.35,Month-to-month,14
1935-IMVBB,0.34,Low Risk,89.7,Month-to-month,56
0511-JTEOY,0.34,Low Risk,71.1,Month-to-month,1
7577-SWIFR,0.34,Low Risk,89.25,Month-to-month,1
6583-KQJLK,0.34,Low Risk,94.65,Month-to-month,15
4640-UHDOS,0.34,Low Risk,55.95,Month-to-month,13
9244-ZVAPM,0.34,Low Risk,45.6,Month-to-month,1
4183-WCSEP,0.34,Low Risk,78.45,Month-to-month,31
0247-SLUJI,0.34,Low Risk,19.7,Month-to-month,1
8040-MNRTF,0.34,Low Risk,71.1,Month-to-month,1
4706-DGAHW,0.33,Low Risk,45.2,Month-to-month,1
8800-ZKRFW,0.33,Low Risk,107.5,Month-to-month,30
6705-LNMDD,0.33,Low Risk,50.0,Month-to-month,20
4881-JVQOD,0.33,Low Risk,34.55,Month-to-month,10
5216-WASFJ,0.33,Low Risk,84.85,Month-to-month,31
2826-DXLQO,0.33,Low Risk,29.8,Month-to-month,7
0330-BGYZE,0.33,Low Risk,102.5,One year,60
5349-AZPEW,0.33,Low Risk,25.05,Month-to-month,5
2959-FENLU,0.33,Low Risk,85.3,Month-to-month,9
8840-DQLGN,0.33,Low Risk,100.5,Month-to-month,35
8705-DWKTI,0.33,Low Risk,83.8,Month-to-month,52
6078-VESFR,0.33,Low Risk,70.45,Month-to-month,13
0674-DGMAQ,0.33,Low Risk,93.5,Month-to-month,32
2277-DJJDL,0.33,Low Risk,99.0,Month-to-month,60
7993-NQLJE,0.33,Low Risk,75.1,Month-to-month,15
5429-LWCMV,0.33,Low Risk,89.15,Month-to-month,12
2262-SLNVK,0.33,Low Risk,70.1,Month-to-month,1
4912-PIGUY,0.33,Low Risk,84.6,Month-to-month,1
4847-TAJYI,0.33,Low Risk,89.35,Month-to-month,6
0946-CLJTI,0.33,Low Risk,98.7,Month-to-month,58
5813-UECBU,0.33,Low Risk,83.85,Month-to-month,33
2688-BHGOG,0.33,Low Risk,79.55,Month-to-month,9
9475-NNDGC,0.33,Low Risk,113.15,One year,71
4282-MSACW,0.33,Low Risk,117.2,One year,68
2100-BDNSN,0.33,Low Risk,67.95,Month-to-month,5
1452-VOQCH,0.33,Low Risk,75.1,Month-to-month,1
7398-SKNQZ,0.33,Low Risk,94.9,Month-to-month,3
8049-WJCLQ,0.33,Low Risk,60.2,Month-to-month,10
6127-IYJOZ,0.33,Low Risk,45.85,Month-to-month,1
6212-ATMLK,0.33,Low Risk,95.7,Month-to-month,50
0419-YAAPX,0.32,Low Risk,85.3,Month-to-month,49
4854-CIDCF,0.32,Low Risk,73.85,Month-to-month,3
4298-OYIFC,0.32,Low Risk,103.45,Month-to-month,15
8695-ARGXZ,0.32,Low Risk,75.55,Month-to-month,34
8930-XOTDP,0.32,Low Risk,55.95,Month-to-month,18
6128-AQBMT,0.32,Low Risk,53.95,Month-to-month,41
9840-EFJQB,0.32,Low Risk,74.35,Month-to-month,1
0479-HMSWA,0.32,Low Risk,105.45,Two year,26
7530-HDYDS,0.32,Low Risk,84.25,Month-to-month,38
0257-ZESQC,0.32,Low Risk,75.2,Month-to-month,27
3384-CTMSF,0.32,Low Risk,104.1,Month-to-month,47
9793-WECQC,0.32,Low Risk,95.3,Month-to-month,23
8785-CJSHH,0.32,Low Risk,99.8,Month-to-month,60
0829-XXPLX,0.32,Low Risk,89.4,Month-to-month,20
7278-CKDNC,0.32,Low Risk,80.5,Month-to-month,24
4465-VDKIQ,0.32,Low Risk,77.8,Month-to-month,18
4628-WQCQQ,0.32,Low Risk,85.15,One year,35
3318-NMQXL,0.32,Low Risk,92.0,Month-to-month,3
7929-DMBCV,0.32,Low Risk,81.0,Month-to-month,20
7346-MEDWM,0.32,Low Risk,83.25,Month-to-month,59
7326-RIGQZ,0.32,Low Risk,69.8,Month-to-month,6
4503-BDXBD,0.31,Low Risk,74.95,Month-to-month,11
4813-HQMGZ,0.31,Low Risk,90.25,Month-to-month,8
1941-HOSAM,0.31,Low Risk,90.1,Month-to-month,1
6260-ONULR,0.31,Low Risk,62.8,Month-to-month,1
8201-AAXCB,0.31,Low Risk,60.35,Month-to-month,25
7742-MYPGI,0.31,Low Risk,48.8,Month-to-month,6
1746-TGTWV,0.31,Low Risk,75.35,Month-to-month,1
7465-ZZRVX,0.31,Low Risk,70.35,Month-to-month,1
6128-DAFVY,0.31,Low Risk,44.85,Month-to-month,56
7576-JMYWV,0.31,Low Risk,110.2,Month-to-month,46
9481-IEBZY,0.31,Low Risk,112.9,Month-to-month,72
9948-YPTDG,0.31,Low Risk,79.45,Month-to-month,38
3292-PBZEJ,0.31,Low Risk,111.4,Month-to-month,11
2070-FNEXE,0.31,Low Risk,76.45,Month-to-month,7
7442-YGZFK,0.31,Low Risk,49.8,Month-to-month,1
9540-JYROE,0.31,Low Risk,70.1,Month-to-month,8
0916-QOFDP,0.31,Low Risk,95.8,Month-to-month,14
2823-LKABH,0.31,Low Risk,95.05,Month-to-month,18
2683-JXWQQ,0.31,Low Risk,33.6,Month-to-month,61
1360-JYXKQ,0.31,Low Risk,99.1,One year,54
7722-CVFXN,0.31,Low Risk,105.2,One year,54
8216-AZUUZ,0.31,Low Risk,100.4,Two year,42
5921-NGYRH,0.31,Low Risk,73.55,Month-to-month,64
2061-VVFST,0.31,Low Risk,19.5,Month-to-month,37
5759-RCVCB,0.31,Low Risk,35.2,Month-to-month,3
3898-GUYTS,0.31,Low Risk,97.05,Month-to-month,45
7402-EYFXX,0.31,Low Risk,93.6,Month-to-month,26
6267-DCFFZ,0.31,Low Risk,90.05,Month-to-month,30
0523-VNGTF,0.31,Low Risk,50.5,Month-to-month,52
3323-CPBWR,0.31,Low Risk,96.9,Month-to-month,23
2754-SDJRD,0.31,Low Risk,100.15,Month-to-month,8
0772-GYEQQ,0.31,Low Risk,88.35,Month-to-month,3
4983-CLMLV,0.31,Low Risk,102.7,Month-to-month,52
4559-UWIHT,0.31,Low Risk,82.65,Month-to-month,14
6480-YAGIY,0.31,Low Risk,112.2,One year,45
2920-RNCEZ,0.31,Low Risk,69.95,Month-to-month,1
